Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,TIME_DETAIL,Value
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,F,Y0T4,,,PT,2014,14.6
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,F,Y0T4,,,PT,2014,7.4
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,F,Y0T4,,,PT,2014,10.4
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,F,Y0T4,,,PT,2014,9.3
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,M,Y0T4,,,PT,2014,15.4
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,M,Y0T4,,,PT,2014,7.1
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,M,Y0T4,,,PT,2014,11.4
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,M,Y0T4,,,PT,2014,9.9
2000,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,,Y0T4,,,PT,2014,15.0
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,,Y0T4,,,PT,2014,7.3
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,,Y0T4,,,PT,2014,10.9
2014,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,,Y0T4,,,PT,2014,9.6
2005,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,,Y0T4,,Q1,PT,2014,8.3
2010,A,0,C,"MoP, NIS & MoH_Cambodia Demographic and Health Survey",A,N,SH_STA_WAST,KH,,Y0T4,,Q1,PT,2014,11.9
